"","Species","Pres","Date","Date_added","Site","Lat","Long","User","Url","Image","Common_name","Description"
"3564","Dascyllus trimaculatus",1,2018-03-29,2018-03-29,"Shelly Beach",-33.7991110427,151.2963511786,"johnsear","https://www.inaturalist.org/observations/10484576","https://static.inaturalist.org/photos/14578125/medium.jpg?1522295710","Threespot Humbug","Could this be a very small juvenile Amphiprion or is it just a small Three Spot Dascyllus?   "
"3565","Dascyllus reticulatus",1,2018-03-29,2018-03-29,"Shelly Beach",-33.7991288739,151.2966301283,"johnsear","https://www.inaturalist.org/observations/10484599","https://static.inaturalist.org/photos/14578213/medium.jpg?1522295882","Headband Humbug",""
"3566","Caesio caerulaurea",1,2018-03-29,2018-03-29,"Shelly Beach",-33.7992358608,151.2964155516,"johnsear","https://www.inaturalist.org/observations/10484610","https://static.inaturalist.org/photos/14578267/medium.jpg?1522295972","Scissor-tailed Fusilier",""
"3567","Plectroglyphidodon dickii",1,2018-03-29,2018-03-29,"Shelly Beach",-33.7988435746,151.296587213,"johnsear","https://www.inaturalist.org/observations/10486565","https://static.inaturalist.org/photos/14581688/medium.jpg?1522309766","Dick's Damsel",""
"3568","Paraplesiops bleekeri",1,2018-03-29,2018-03-29,"Shelly Beach",-33.7990575491,151.2963726363,"johnsear","https://www.inaturalist.org/observations/10486571","https://static.inaturalist.org/photos/14581707/medium.jpg?1522309900","Eastern Blue Devil",""
"3569","Fistularia commersonii",1,2018-03-29,2018-03-29,"Clifton Gardens",-33.8399913949,151.253564396,"aliens","https://www.inaturalist.org/observations/10488195","https://static.inaturalist.org/photos/14584435/medium.jpg?1522326011","Smooth Flutemouth",""
"3570","Anoplocapros inermis",1,2018-02-25,2018-03-29,"Shiprock",-34.0689338845,151.1298500296,"aliens","https://www.inaturalist.org/observations/10493591","https://static.inaturalist.org/photos/14593315/medium.jpg?1522351178","Eastern Smooth Boxfish","Tropical box fish"
"3571","Cybiosarda elegans",1,2018-03-30,2018-03-30,"Shelly Beach",-33.7980924555,151.297061205,"fiftygrit","https://www.inaturalist.org/observations/10500362","https://static.inaturalist.org/photos/14605062/medium.jpeg?1522375694","Leaping Bonito",""
"3572","Lethrinus nebulosus",1,2018-03-30,2018-03-30,"Shelly Beach",-33.8002425226,151.2971727849,"fiftygrit","https://www.inaturalist.org/observations/10501173","https://static.inaturalist.org/photos/14606993/medium.jpeg?1522379209","Spangled Emperor","about 4cm long"
"3573","Parupeneus spilurus",1,2018-03-30,2018-03-30,"Shelly Beach",-33.8002767729,151.2970933915,"fiftygrit","https://www.inaturalist.org/observations/10501266","https://static.inaturalist.org/photos/14607223/medium.jpeg?1522379719","Blacksaddle Goatfish","about 6cm long"
"3574","Acanthistius ocellatus",1,2018-03-30,2018-03-30,"Shelly Beach",-33.7997254238,151.2930958272,"fiftygrit","https://www.inaturalist.org/observations/10501509","https://static.inaturalist.org/photos/14607493/medium.jpeg?1522380203","Eastern Wirrah",""
"3575","Atypichthys strigatus",1,2018-03-30,2018-03-30,"Shelly Beach",-33.8004194202,151.2950870992,"fiftygrit","https://www.inaturalist.org/observations/10503119","https://static.inaturalist.org/photos/14610550/medium.jpeg?1522388969","Australian Mado","with a cling fish"
"3576","Pempheris affinis",1,2018-03-30,2018-03-30,"Shelly Beach",-33.8004015893,151.2950227262,"fiftygrit","https://www.inaturalist.org/observations/10503148","https://static.inaturalist.org/photos/14610599/medium.jpeg?1522389128","Blacktip Bullseye","accompanied by cardinalfish and a stripy"
"3577","Ophthalmolepis lineolata",1,2018-03-30,2018-03-30,"Shelly Beach",-33.7999558154,151.2934134008,"fiftygrit","https://www.inaturalist.org/observations/10503205","https://static.inaturalist.org/photos/14610767/medium.jpeg?1522389632","Southern Maori Wrasse",""
"3578","Orectolobus maculatus",1,2018-03-30,2018-03-30,"Shelly Beach",-33.799313897,151.2930808069,"fiftygrit","https://www.inaturalist.org/observations/10503236","https://static.inaturalist.org/photos/14610818/medium.jpeg?1522389771","Spotted Wobbegong","there may be a leach under one of its mouth tentacles

Whilst I thought it one wobbe that I saw twice, the spot pattern is slightly different between the 2nd and 3rd photo.  Two wobbies today!"
"3579","Trygonorrhina fasciata",1,2018-03-30,2018-03-30,"Shelly Beach",-33.8005723944,151.2937502862,"fiftygrit","https://www.inaturalist.org/observations/10503974","https://static.inaturalist.org/photos/14611937/medium.jpeg?1522395050","Eastern Fiddler Ray","saw several of these today (note the different shaped triangle behind the eyes)"
"3580","Carcharhinus obscurus",1,2018-03-30,2018-03-30,"Shelly Beach",-33.7988592018,151.293070078,"fiftygrit","https://www.inaturalist.org/observations/10504038","https://static.inaturalist.org/photos/14612057/medium.jpeg?1522395901","Dusky Whaler","there were about 6 dusky whaler sharks in CBT today.
1.3 to 1.5m long
One or two were trailing fishing lines"
"3581","Pomatomus saltatrix",1,2018-03-30,2018-03-30,"Shelly Beach",-33.7987892885,151.2923716307,"fiftygrit","https://www.inaturalist.org/observations/10504129","https://static.inaturalist.org/photos/14612245/medium.jpeg?1522396623","Tailor","on patrol"
"3582","Scobinichthys granulatus",1,2018-03-30,2018-03-30,"Shelly Beach",-33.7991355855,151.2930271627,"fiftygrit","https://www.inaturalist.org/observations/10504146","https://static.inaturalist.org/photos/14612290/medium.jpeg?1522396729","Rough Leatherjacket",""
"3583","Labroides dimidiatus",1,2018-03-30,2018-03-30,"Shelly Beach",-33.799074588,151.2928866149,"fiftygrit","https://www.inaturalist.org/observations/10504201","https://static.inaturalist.org/photos/14612324/medium.jpeg?1522397009","Bluestreak Cleaner Wrasse",""
"3584","Dinolestes lewini",1,2018-03-30,2018-03-30,"Shelly Beach",-33.8005174902,151.2948725225,"fiftygrit","https://www.inaturalist.org/observations/10504219","https://static.inaturalist.org/photos/14612342/medium.jpeg?1522397367","Longfin Pike",""
"3585","Myxus elongatus",1,2018-03-30,2018-03-30,"Shelly Beach",-33.799456546,151.2933275701,"fiftygrit","https://www.inaturalist.org/observations/10504229","https://static.inaturalist.org/photos/14612351/medium.jpeg?1522397541","Sand Mullet",""
"3586","Zanclus cornutus",1,2018-03-30,2018-03-30,"Shelly Beach",-33.7996139796,151.2928436995,"fiftygrit","https://www.inaturalist.org/observations/10504237","https://static.inaturalist.org/photos/14612369/medium.jpeg?1522397748","Moorish Idol",""
"3587","Pterois volitans",1,2018-03-30,2018-03-31,"Clifton Gardens",-33.8397967133,151.2535956139,"stephencoutts","https://www.inaturalist.org/observations/10519436","https://static.inaturalist.org/photos/14639490/medium.jpg?1522462456","Common Lionfish","This was a large lionfish on the pylons under the pier at Chowder Bay. Probably the biggest I have seen outside the tropics. Colour was very muted and dark."
"3588","Thalassoma lunare",1,2018-03-31,2018-03-31,"Shiprock",-34.0694102873,151.1296950454,"pamelaviolet","https://www.inaturalist.org/observations/10519668","https://static.inaturalist.org/photos/14639970/medium.jpg?1522463696","Moon Wrasse",""
"3589","Epinephelus daemelii",1,2018-03-31,2018-03-31,"Shelly Beach",-33.7997075927,151.293106556,"fiftygrit","https://www.inaturalist.org/observations/10520358","https://static.inaturalist.org/photos/14640971/medium.jpeg?1522466421","Black Rockcod","Some assistance would be appreciated - I can't find an ID for this fish

was not very skittish"
"3590","Chaetodon kleinii",1,2018-03-31,2018-03-31,"Shelly Beach",-33.7986691504,151.296140671,"fiftygrit","https://www.inaturalist.org/observations/10520459","https://static.inaturalist.org/photos/14641113/medium.jpeg?1522466937","Blacklip Butterflyfish",""
"3591","Phyllopteryx taeniolatus",1,2018-03-31,2018-03-31,"Kurnell",-34.0048083333,151.2291666667,"andrewtrevor-jones","https://www.inaturalist.org/observations/10521699","https://static.inaturalist.org/photos/14643929/medium.jpg?1522473584","Common Sea Dragon","Phyllopteryx taeniolatus at The Leap. 18.4 m DSC_4693"
"3592","Rhinecanthus rectangulus",1,2018-03-31,2018-03-31,"Shelly Beach",-33.7996986772,151.2931280137,"fiftygrit","https://www.inaturalist.org/observations/10521947","https://static.inaturalist.org/photos/14644437/medium.jpeg?1522475288","Wedgetail Triggerfish","I saw two of these juveniles"
"3593","Orectolobus maculatus",1,2018-03-31,2018-03-31,"Shelly Beach",-33.7997461895,151.2930309177,"fiftygrit","https://www.inaturalist.org/observations/10522097","https://static.inaturalist.org/photos/14644674/medium.jpeg?1522476148","Spotted Wobbegong",""
"3594","Trachurus novaezelandiae",1,2018-03-31,2018-03-31,"Shelly Beach",-33.799251488,151.2931022645,"fiftygrit","https://www.inaturalist.org/observations/10522160","https://static.inaturalist.org/photos/14644718/medium.jpeg?1522476413","Yellowtail Scad","there was a bit of floaty stuff in the water for these to feed upon"
"3595","Monacanthus chinensis",1,2018-03-31,2018-03-31,"Shiprock",-34.0692448329,151.1297884177,"pamelaviolet","https://www.inaturalist.org/observations/10522838","https://static.inaturalist.org/photos/14645973/medium.jpg?1522484349","Fanbelly Leatherjacket",""
"3596","Pempheris compressa",1,2018-03-31,2018-03-31,"Shelly Beach",-33.7993940256,151.29300946,"fiftygrit","https://www.inaturalist.org/observations/10523272","https://static.inaturalist.org/photos/14646884/medium.jpeg?1522490343","Smallscale Bullseye",""
"3597","Achoerodus viridis",1,2018-03-31,2018-03-31,"Shelly Beach",-33.799189079,151.2929735185,"fiftygrit","https://www.inaturalist.org/observations/10523280","https://static.inaturalist.org/photos/14646914/medium.jpeg?1522490566","Eastern Blue Groper",""
"3598","Pseudolabrus guentheri",1,2018-03-31,2018-03-31,"Shelly Beach",-33.7990968769,151.2930099965,"fiftygrit","https://www.inaturalist.org/observations/10523289","https://static.inaturalist.org/photos/14646936/medium.jpeg?1522490688","Gunther's Wrasse",""
"3599","Thalassoma lunare",1,2018-03-31,2018-03-31,"Shelly Beach",-33.7991191659,151.2929992676,"fiftygrit","https://www.inaturalist.org/observations/10523294","https://static.inaturalist.org/photos/14646952/medium.jpeg?1522490777","Moon Wrasse",""
"3600","Notolabrus gymnogenis",1,2018-03-31,2018-03-31,"Shelly Beach",-33.7991548283,151.29297781,"fiftygrit","https://www.inaturalist.org/observations/10523303","https://static.inaturalist.org/photos/14646967/medium.jpeg?1522490862","Crimsonband Wrasse",""
"3601","Chironemus marmoratus",1,2018-03-31,2018-03-31,"Shelly Beach",-33.7991459127,151.2929885388,"fiftygrit","https://www.inaturalist.org/observations/10523318","https://static.inaturalist.org/photos/14647012/medium.jpeg?1522491068","Eastern Kelpfish",""
"3602","Trygonorrhina fasciata",1,2018-03-31,2018-03-31,"Shelly Beach",-33.7989394423,151.292812586,"fiftygrit","https://www.inaturalist.org/observations/10523373","https://static.inaturalist.org/photos/14647039/medium.jpeg?1522491228","Eastern Fiddler Ray",""
"3603","Carcharhinus obscurus",1,2018-03-31,2018-03-31,"Shelly Beach",-33.7985293234,151.2921259405,"fiftygrit","https://www.inaturalist.org/observations/10523381","https://static.inaturalist.org/photos/14647048/medium.jpeg?1522491345","Dusky Whaler",""
"3604","Sufflamen chrysopterum",1,2018-04-01,2018-04-01,"Shelly Beach",-33.7986273955,151.2963209154,"fiftygrit","https://www.inaturalist.org/observations/10538037","https://static.inaturalist.org/photos/14672618/medium.jpeg?1522545364","Flagtail Triggerfish","about 3cm long"
"3605","Parma oligolepis",1,2018-04-01,2018-04-01,"Shelly Beach",-33.7990375139,151.296149254,"fiftygrit","https://www.inaturalist.org/observations/10538214","https://static.inaturalist.org/photos/14672852/medium.jpeg?1522545672","Bigscale Scalyfin",""
"3606","Epinephelus daemelii",1,2018-04-01,2018-04-01,"Shelly Beach",-33.7983242633,151.2965247632,"fiftygrit","https://www.inaturalist.org/observations/10538398","https://static.inaturalist.org/photos/14673167/medium.jpeg?1522546150","Black Rockcod",""
"3607","Orectolobus maculatus",1,2018-03-31,2018-04-01,"Shiprock",-34.0688004726,151.1297857761,"bexlloyd","https://www.inaturalist.org/observations/10556037","https://static.inaturalist.org/photos/14703162/medium.jpg?1522621507","Spotted Wobbegong","rather large, and spotted by Sascha."
"3608","Heniochus diphreutes",1,2018-03-31,2018-04-01,"Shiprock",-34.0688004726,151.1297857761,"bexlloyd","https://www.inaturalist.org/observations/10556039","https://static.inaturalist.org/photos/14703165/medium.jpg?1522621512","Schooling Bannerfish","small and by itself"
"3609","Cleidopus gloriamaris",1,2018-03-31,2018-04-01,"Shiprock",-34.0688004726,151.1297857761,"bexlloyd","https://www.inaturalist.org/observations/10556042","https://static.inaturalist.org/photos/14703170/medium.jpg?1522621521","Australian Pineapplefish","A lonely pineplefish 12m depth"
"3610","Ostracion cubicus",1,2018-03-31,2018-04-01,"Shiprock",-34.0688004726,151.1297857761,"bexlloyd","https://www.inaturalist.org/observations/10556043","https://static.inaturalist.org/photos/14703176/medium.jpg?1522621526","Yellow Boxfish","He kept charging at me. too cute!"
"3611","Scorpaena jacksoniensis",1,2018-04-02,2018-04-02,"Shelly Beach",-33.7986644697,151.2964003087,"fiftygrit","https://www.inaturalist.org/observations/10565941","https://static.inaturalist.org/photos/14721264/medium.jpg?1522655600","Eastern Red Scorpionfish","11cm long
this chap was hiding under a rock.  I noticed about 30 hula fish were approaching and then backing off in unison.  When I dived down I saw the fish.  Obviously the hula fish were teasing it. "
"3612","Ostorhinchus limenus",1,2018-02-04,2018-04-02,"Clifton Gardens",-33.83996205,151.2536931,"eschlogl","https://www.inaturalist.org/observations/10565958","https://static.inaturalist.org/photos/14721431/medium.jpg?1522656302","Sydney Cardinalfish",""
"3613","Synodus jaculum",1,2018-04-02,2018-04-02,"Bare Island",-33.99182987,151.2299716,"eschlogl","https://www.inaturalist.org/observations/10565959","https://static.inaturalist.org/photos/14721437/medium.jpg?1522656314","Tailspot Lizardfish",""
"3614","Istigobius hoesei",1,2017-09-29,2018-04-02,"Shiprock",-34.06910516,151.1297643,"eschlogl","https://www.inaturalist.org/observations/10565961","https://static.inaturalist.org/photos/14721451/medium.jpg?1522656355","Hoese's Sandgoby",""
"3615","Suezichthys devisi",1,2018-03-31,2018-04-02,"Clifton Gardens",-33.83996205,151.2536931,"eschlogl","https://www.inaturalist.org/observations/10565962","https://static.inaturalist.org/photos/14721457/medium.jpg?1522656375","Australian Rainbow Wrasse",""
"3616","Arothron hispidus",1,2018-03-31,2018-04-02,"Clifton Gardens",-33.83996205,151.2536931,"eschlogl","https://www.inaturalist.org/observations/10565969","https://static.inaturalist.org/photos/14721517/medium.jpg?1522656601","Stars And Stripes Puffer",""
"3617","Pseudolabrus guentheri",1,2017-11-23,2018-04-02,"Shiprock",-34.06910516,151.1297643,"eschlogl","https://www.inaturalist.org/observations/10565970","https://static.inaturalist.org/photos/14721515/medium.jpg?1522656599","Gunther's Wrasse",""
"3618","Lepidotrigla papilio",1,2018-04-02,2018-04-02,"Bare Island",-33.99182987,151.2299716,"eschlogl","https://www.inaturalist.org/observations/10565972","https://static.inaturalist.org/photos/14721566/medium.jpg?1522656815","Spiny Gurnard",""
"3619","Hippocampus whitei",1,2018-02-04,2018-04-02,"Clifton Gardens",-33.83996205,151.2536931,"eschlogl","https://www.inaturalist.org/observations/10565973","https://static.inaturalist.org/photos/14721571/medium.jpg?1522656841","White's Seahorse",""
"3620","Trachurus novaezelandiae",1,2017-05-07,2018-04-02,"Shelly Beach",-33.800374,151.295332,"eschlogl","https://www.inaturalist.org/observations/10565974","https://static.inaturalist.org/photos/14721572/medium.jpg?1522656842","Yellowtail Scad",""
"3621","Microcanthus strigatus",1,2017-11-23,2018-04-02,"Shiprock",-34.06910516,151.1297643,"eschlogl","https://www.inaturalist.org/observations/10565976","https://static.inaturalist.org/photos/14721599/medium.jpg?1522656930","Stripey",""
"3622","Acanthurus olivaceus",1,2018-04-02,2018-04-02,"Shelly Beach",-33.7987789613,151.2961385251,"fiftygrit","https://www.inaturalist.org/observations/10566009","https://static.inaturalist.org/photos/14721463/medium.jpg?1522656393","Orangeblotch Surgeonfish",""
"3623","Arothron hispidus",1,2018-04-02,2018-04-02,"Shelly Beach",-33.7997662494,151.296936214,"fiftygrit","https://www.inaturalist.org/observations/10566016","https://static.inaturalist.org/photos/14721503/medium.jpg?1522656557","Stars And Stripes Puffer",""
"3624","Urolophus kapalensis",1,2018-04-02,2018-04-02,"Shelly Beach",-33.8003926739,151.2968144418,"fiftygrit","https://www.inaturalist.org/observations/10566034","https://static.inaturalist.org/photos/14721536/medium.jpg?1522656667","Kapala Stingaree","about 30cm wingspan"
"3625","Trygonorrhina fasciata",1,2018-04-02,2018-04-02,"Shelly Beach",-33.8003584237,151.2959496975,"fiftygrit","https://www.inaturalist.org/observations/10566108","https://static.inaturalist.org/photos/14721606/medium.jpg?1522656967","Eastern Fiddler Ray",""
"3626","Parupeneus spilurus",1,2018-04-02,2018-04-02,"Shelly Beach",-33.8003747315,151.2952786088,"fiftygrit","https://www.inaturalist.org/observations/10566131","https://static.inaturalist.org/photos/14721665/medium.jpg?1522657245","Blacksaddle Goatfish",""
"3627","Stethojulis bandanensis",1,2018-04-02,2018-04-02,"Shelly Beach",-33.800434205,151.2941472531,"fiftygrit","https://www.inaturalist.org/observations/10566166","https://static.inaturalist.org/photos/14721703/medium.jpg?1522657432","Redspot Wrasse","based upon: https://www.inaturalist.org/observations/4881283"
"3628","Porophryne erythrodactylus",1,2018-04-02,2018-04-02,"Kurnell",-34.0025383333,151.22525,"andrewtrevor-jones","https://www.inaturalist.org/observations/10566200","https://static.inaturalist.org/photos/14721403/medium.jpg?1522656218","Red-fingered Anglerfish","Porophryne erythrodactylus at The Steps. 13.3 m DSC_5165"
"3629","Idiotropiscis lumnitzeri",1,2018-04-02,2018-04-02,"Kurnell",-34.0025383333,151.22525,"andrewtrevor-jones","https://www.inaturalist.org/observations/10566201","https://static.inaturalist.org/photos/14721443/medium.jpg?1522656326","Sydney's Pygmy Pipehorse","Idiotropiscis lumnitzeri at The Steps. 12.3 m DSC_5195"
"3630","Idiotropiscis lumnitzeri",1,2018-03-31,2018-04-02,"Kurnell",-34.0048083333,151.2291666667,"andrewtrevor-jones","https://www.inaturalist.org/observations/10566202","https://static.inaturalist.org/photos/14721469/medium.jpg?1522656407","Sydney's Pygmy Pipehorse","Idiotropiscis lumnitzeri at The Leap. 12.4 m DSC_4815"
"3631","Porophryne erythrodactylus",1,2018-03-31,2018-04-02,"Kurnell",-34.0048083333,151.2291666667,"andrewtrevor-jones","https://www.inaturalist.org/observations/10566203","https://static.inaturalist.org/photos/14721482/medium.jpg?1522656453","Red-fingered Anglerfish","Porophryne erythrodactylus at The Leap. 11.9 m DSC_4797"
"3632","Cirripectes castaneus",1,2018-04-02,2018-04-02,"Shelly Beach",-33.8004460551,151.2940903902,"fiftygrit","https://www.inaturalist.org/observations/10566234","https://static.inaturalist.org/photos/14721807/medium.jpg?1522658329","Chestnut Blenny","Sorry about the photo quality
This is what I see/ saw:
* Red eye liner
* orange tail
* cirri above the eyes
* slithering among the rocks

I see that it is missing the red scribbling on its body but that is due to less sun than in far north Queensland :-)"
"3633","Upeneichthys lineatus",1,2018-04-02,2018-04-02,"Shelly Beach",-33.8003940855,151.2936000825,"fiftygrit","https://www.inaturalist.org/observations/10566285","https://static.inaturalist.org/photos/14721957/medium.jpg?1522659203","Bluestriped Goatfish","assisted by a Maori wrasse"
"3634","Parma oligolepis",1,2018-04-02,2018-04-02,"Shelly Beach",-33.7989572735,151.2926516534,"fiftygrit","https://www.inaturalist.org/observations/10566318","https://static.inaturalist.org/photos/14721999/medium.jpg?1522659584","Bigscale Scalyfin","these two were fighting over territory"
"3635","Scobinichthys granulatus",1,2018-04-02,2018-04-02,"Shelly Beach",-33.7988770331,151.2926194669,"fiftygrit","https://www.inaturalist.org/observations/10566336","https://static.inaturalist.org/photos/14722011/medium.jpg?1522659654","Rough Leatherjacket","3 bars above the eys"
"3636","Diploprion bifasciatum",1,2018-04-02,2018-04-02,"Shelly Beach",-33.8001097,151.2947546,"johnsear","https://www.inaturalist.org/observations/10566353","https://static.inaturalist.org/photos/14722045/medium.jpg?1522659957","Barred Soapfish",""
"3637","Heniochus monoceros",1,2018-04-02,2018-04-02,"Shelly Beach",-33.8001097,151.2947546,"johnsear","https://www.inaturalist.org/observations/10566354","https://static.inaturalist.org/photos/14722046/medium.jpg?1522659967","Masked Bannerfish",""
"3638","Centropyge tibicen",1,2018-04-02,2018-04-02,"Shelly Beach",-33.8001097,151.2947546,"johnsear","https://www.inaturalist.org/observations/10566355","https://static.inaturalist.org/photos/14722048/medium.jpg?1522659975","Keyhole Angelfish",""
"3639","Upeneus tragula",1,2018-04-02,2018-04-02,"Shelly Beach",-33.8001097,151.2947546,"johnsear","https://www.inaturalist.org/observations/10566356","https://static.inaturalist.org/photos/14722049/medium.jpg?1522659984","Bartail Goatfish",""
"3640","Sufflamen fraenatum",1,2018-04-02,2018-04-02,"Shelly Beach",-33.8001097,151.2947546,"johnsear","https://www.inaturalist.org/observations/10566357","https://static.inaturalist.org/photos/14722051/medium.jpg?1522659992","Bridled Triggerfish",""
"3641","Pomatomus saltatrix",1,2018-04-02,2018-04-02,"Shelly Beach",-33.7993598864,151.2931762934,"fiftygrit","https://www.inaturalist.org/observations/10566359","https://static.inaturalist.org/photos/14722081/medium.jpg?1522660140","Tailor","rather tame just swimming through them"
"3642","Parablennius intermedius",1,2018-04-02,2018-04-02,"Shelly Beach",-33.7995515708,151.2929509879,"fiftygrit","https://www.inaturalist.org/observations/10566458","https://static.inaturalist.org/photos/14722218/medium.jpeg?1522660868","Horned Blenny",""
"3643","Chaetodon flavirostris",1,2018-04-02,2018-04-02,"Shelly Beach",-33.7995872331,151.2929831744,"fiftygrit","https://www.inaturalist.org/observations/10566468","https://static.inaturalist.org/photos/14722243/medium.jpeg?1522661082","Dusky Butterflyfish","5cm dia"
"3644","Meiacanthus atrodorsalis",1,2018-04-02,2018-04-02,"Shelly Beach",-33.7998242868,151.2938835463,"johnsear","https://www.inaturalist.org/observations/10566545","https://static.inaturalist.org/photos/14722372/medium.jpg?1522661752","Eyelash Fangblenny",""
"3645","Atypichthys strigatus",1,2018-03-16,2018-04-04,"Oak Park",-34.0704856839,151.1576199172,"harryrosenthal","https://www.inaturalist.org/observations/10609917","https://static.inaturalist.org/photos/14796515/medium.jpeg?1522830692","Australian Mado",""
"3646","Hypoplectrodes maccullochi",1,2018-03-16,2018-04-04,"Oak Park",-34.0704767969,151.1578488706,"harryrosenthal","https://www.inaturalist.org/observations/10609963","https://static.inaturalist.org/photos/14796632/medium.jpeg?1522831056","Halfbanded Seaperch",""
"3647","Pempheris compressa",1,2018-03-16,2018-04-04,"Oak Park",-34.0699672911,151.1578953266,"harryrosenthal","https://www.inaturalist.org/observations/10621026","https://static.inaturalist.org/photos/14814355/medium.jpeg?1522873981","Smallscale Bullseye",""
"3648","Acanthopagrus australis",1,2018-03-31,2018-04-06,"Shiprock",-34.0692223142,151.1297441646,"sascha_schulz","https://www.inaturalist.org/observations/10654734","https://static.inaturalist.org/photos/14869213/medium.jpeg?1523011548","Yellowfin Bream",""
"3649","Acanthurus olivaceus",1,2018-03-31,2018-04-06,"Shiprock",-34.0692223142,151.1297441646,"sascha_schulz","https://www.inaturalist.org/observations/10654736","https://static.inaturalist.org/photos/14869229/medium.jpeg?1523011606","Orangeblotch Surgeonfish",""
"3650","Acanthurus triostegus",1,2018-03-31,2018-04-06,"Shiprock",-34.0692223142,151.1297441646,"sascha_schulz","https://www.inaturalist.org/observations/10654737","https://static.inaturalist.org/photos/14869233/medium.jpeg?1523011638","Convict Surgeonfish",""
"3651","Naso unicornis",1,2018-03-31,2018-04-06,"Shiprock",-34.0692223142,151.1297441646,"sascha_schulz","https://www.inaturalist.org/observations/10654738","https://static.inaturalist.org/photos/14869234/medium.jpeg?1523011664","Bluespine Unicornfish",""
"3652","Arothron hispidus",1,2018-03-31,2018-04-06,"Shiprock",-34.0692223142,151.1297441646,"sascha_schulz","https://www.inaturalist.org/observations/10654740","https://static.inaturalist.org/photos/14869237/medium.jpeg?1523011696","Stars And Stripes Puffer",""
"3653","Atherinomorus vaigiensis",1,2018-03-31,2018-04-06,"Shiprock",-34.0692223142,151.1297441646,"sascha_schulz","https://www.inaturalist.org/observations/10654741","https://static.inaturalist.org/photos/14869240/medium.jpeg?1523011710","Common Hardyhead",""
"3654","Istigobius hoesei",1,2018-03-31,2018-04-06,"Shiprock",-34.0692223142,151.1297441646,"sascha_schulz","https://www.inaturalist.org/observations/10654742","https://static.inaturalist.org/photos/14869243/medium.jpeg?1523011726","Hoese's Sandgoby",""
"3655","Centropogon australis",1,2018-03-31,2018-04-06,"Shiprock",-34.0692223142,151.1297441646,"sascha_schulz","https://www.inaturalist.org/observations/10654743","https://static.inaturalist.org/photos/14869247/medium.jpeg?1523011743","Eastern Fortescue",""
"3656","Chaetodon auriga",1,2018-03-31,2018-04-06,"Shiprock",-34.0692223142,151.1297441646,"sascha_schulz","https://www.inaturalist.org/observations/10654744","https://static.inaturalist.org/photos/14869250/medium.jpeg?1523011757","Threadfin Butterflyfish",""
"3657","Cheilodactylus fuscus",1,2018-03-31,2018-04-06,"Shiprock",-34.0692223142,151.1297441646,"sascha_schulz","https://www.inaturalist.org/observations/10654745","https://static.inaturalist.org/photos/14869252/medium.jpeg?1523011773","Red Morwong",""
"3658","Cheilodactylus vestitus",1,2018-03-31,2018-04-06,"Shiprock",-34.0692223142,151.1297441646,"sascha_schulz","https://www.inaturalist.org/observations/10654747","https://static.inaturalist.org/photos/14869253/medium.jpeg?1523011786","Crested Morwong",""
"3659","Chromis margaritifer",1,2018-03-31,2018-04-06,"Shiprock",-34.0692223142,151.1297441646,"sascha_schulz","https://www.inaturalist.org/observations/10654748","https://static.inaturalist.org/photos/14869254/medium.jpeg?1523011799","Whitetail Puller",""
"3660","Gerres subfasciatus",1,2018-03-31,2018-04-06,"Shiprock",-34.0692223142,151.1297441646,"sascha_schulz","https://www.inaturalist.org/observations/10654749","https://static.inaturalist.org/photos/14869256/medium.jpeg?1523011812","Common Silverbiddy",""
"3661","Girella tricuspidata",1,2018-03-31,2018-04-06,"Shiprock",-34.0692223142,151.1297441646,"sascha_schulz","https://www.inaturalist.org/observations/10654750","https://static.inaturalist.org/photos/14869258/medium.jpeg?1523011826","Luderick",""
"3662","Lutjanus russellii",1,2018-03-31,2018-04-06,"Shiprock",-34.0692223142,151.1297441646,"sascha_schulz","https://www.inaturalist.org/observations/10654751","https://static.inaturalist.org/photos/14869259/medium.jpeg?1523011838","Moses' Snapper",""
"3663","Meuschenia trachylepis",1,2018-03-31,2018-04-06,"Shiprock",-34.0692223142,151.1297441646,"sascha_schulz","https://www.inaturalist.org/observations/10654752","https://static.inaturalist.org/photos/14869261/medium.jpeg?1523011854","Yellowfin Leatherjacket",""
"3664","Monacanthus chinensis",1,2018-03-31,2018-04-06,"Shiprock",-34.0692223142,151.1297441646,"sascha_schulz","https://www.inaturalist.org/observations/10654753","https://static.inaturalist.org/photos/14869262/medium.jpeg?1523011870","Fanbelly Leatherjacket",""
"3665","Orectolobus maculatus",1,2018-03-31,2018-04-06,"Shiprock",-34.0692223142,151.1297441646,"sascha_schulz","https://www.inaturalist.org/observations/10654754","https://static.inaturalist.org/photos/14869266/medium.jpeg?1523011889","Spotted Wobbegong",""
"3666","Ostracion cubicus",1,2018-03-31,2018-04-06,"Shiprock",-34.0692223142,151.1297441646,"sascha_schulz","https://www.inaturalist.org/observations/10654755","https://static.inaturalist.org/photos/14869267/medium.jpeg?1523011902","Yellow Boxfish",""
"3667","Trachinops taeniatus",1,2018-03-31,2018-04-06,"Shiprock",-34.0692167441,151.1297405045,"sascha_schulz","https://www.inaturalist.org/observations/10654756","https://static.inaturalist.org/photos/14869269/medium.jpeg?1523011915","Eastern Hulafish",""
