"Species","Pres","Year","Site","Dataset"
"Lutjanus quinquelineatus",1,"2018","Shelly Beach","iNat"
"Hypnos monopterygius",1,"2018","Shelly Beach","iNat"
"Taenianotus triacanthus",1,"2018","Clifton Gardens","iNat"
"Dicotylichthys punctulatus",1,"2018","Shelly Beach","iNat"
"Trachinocephalus trachinus",1,"2018","Clifton Gardens","iNat"
"Ostracion cubicus",1,"2018","Clifton Gardens","iNat"
"Synodus dermatogenys",1,"2018","Clifton Gardens","iNat"
"Tetractenos hamiltoni",1,"2018","Clifton Gardens","iNat"
"Girella tricuspidata",1,"2018","Camp Cove","iNat"
"Platycephalus fuscus",1,"2018","Camp Cove","iNat"
"Pictilabrus laticlavius",1,"2018","Oak Park","iNat"
"Olisthops cyanomelas",1,"2018","Oak Park","iNat"
"Trachurus novaezelandiae",1,"2018","Oak Park","iNat"
"Aplodactylus lophodon",1,"2018","Oak Park","iNat"
"Schuettea scalaripinnis",1,"2018","Oak Park","iNat"
"Cheilodactylus vestitus",1,"2018","Oak Park","iNat"
"Platycephalus marmoratus",1,"2018","Shelly Beach","iNat"
"Acanthaluteres spilomelanurus",1,"2018","Clifton Gardens","iNat"
"Meuschenia venusta",1,"2018","Clifton Gardens","iNat"
"Parupeneus heptacanthus",1,"2018","Clifton Gardens","iNat"
"Neoodax balteatus",1,"2018","Clifton Gardens","iNat"
"Ophisurus serpens",1,"2018","Clifton Gardens","iNat"
"Chaetodon flavirostris",1,"2018","Gordons Bay","iNat"
"Chaetodon auriga",1,"2018","Gordons Bay","iNat"
"Acanthurus dussumieri",1,"2018","Gordons Bay","iNat"
"Chaetodon kleinii",1,"2018","Gordons Bay","iNat"
"Dicotylichthys punctulatus",1,"2018","Gordons Bay","iNat"
"Aplodactylus lophodon",1,"2018","Gordons Bay","iNat"
"Abudefduf whitleyi",1,"2018","Gordons Bay","iNat"
"Zanclus cornutus",1,"2018","Gordons Bay","iNat"
"Heterodontus portusjacksoni",1,"2018","Shelly Beach","iNat"
"Centropogon australis",1,"2018","Shelly Beach","iNat"
"Mugil cephalus",1,"2018","Shelly Beach","iNat"
"Coris picta",1,"2018","Bare Island","iNat"
"Heteroclinus whiteleggii",1,"2018","Oak Park","iNat"
"Antennatus coccineus",1,"2018","Clifton Gardens","iNat"
"Cocotropus microps",1,"2018","Clifton Gardens","iNat"
"Cirrhitichthys aprinus",1,"2018","Oak Park","iNat"
"Meuschenia freycineti",1,"2018","Oak Park","iNat"
"Plectorhinchus flavomaculatus",1,"2018","Oak Park","iNat"
"Ostorhinchus limenus",1,"2018","Oak Park","iNat"
"Carcharias taurus",1,"2018","Kurnell","iNat"
"Arothron hispidus",1,"2018","Camp Cove","iNat"
"Orectolobus maculatus",1,"2017","Bare Island","iNat"
"Dicotylichthys punctulatus",1,"2018","Bare Island","iNat"
"Parapercis ramsayi",1,"2018","Camp Cove","iNat"
"Ostorhinchus limenus",1,"2018","Camp Cove","iNat"
"Parablennius intermedius",1,"2018","Oak Park","iNat"
"Dicotylichthys punctulatus",1,"2018","Oak Park","iNat"
"Hypoplectrodes nigroruber",1,"2018","Clifton Gardens","iNat"
"Paraplesiops meleagris",1,"2017","Bare Island","iNat"
"Lotella rhacina",1,"2018","Bare Island","iNat"
"Lepidoblennius haplodactylus",1,"2018","Shelly Beach","iNat"
"Heterodontus portusjacksoni",1,"2018","Oak Park","iNat"
"Thalassoma lunare",1,"2018","Oak Park","iNat"
"Tetractenos glaber",1,"2018","Shelly Beach","iNat"
"Pomacentrus coelestis",1,"2018","Oak Park","iNat"
"Heterodontus portusjacksoni",1,"2018","Bare Island","iNat"
"Enoplosus armatus",1,"2018","Bare Island","iNat"
"Monacanthus chinensis",1,"2018","Oak Park","iNat"
"Heteroscarus acroptilus",1,"2018","Shelly Beach","iNat"
"Cheilodactylus vestitus",1,"2018","Bare Island","iNat"
"Pempheris affinis",1,"2018","Bare Island","iNat"
"Microcanthus strigatus",1,"2018","Bare Island","iNat"
"Chrysophrys auratus",1,"2018","Bare Island","iNat"
"Girella tricuspidata",1,"2018","Clifton Gardens","iNat"
"Platycephalus fuscus",1,"2018","Clifton Gardens","iNat"
"Trachinops taeniatus",1,"2018","Shelly Beach","iNat"
"Trinorfolkia clarkei",1,"2018","Oak Park","iNat"
"Monacanthus chinensis",1,"2018","Camp Cove","iNat"
"Meuschenia trachylepis",1,"2018","Camp Cove","iNat"
"Cheilodactylus nigripes",1,"2018","Camp Cove","iNat"
"Trachinops taeniatus",1,"2018","Camp Cove","iNat"
"Eupetrichthys angustipes",1,"2018","Camp Cove","iNat"
"Notolabrus gymnogenis",1,"2018","Camp Cove","iNat"
"Scorpis lineolata",1,"2018","Shiprock","iNat"
"Canthigaster callisterna",1,"2018","Gordons Bay","iNat"
"Ophthalmolepis lineolata",1,"2018","Clifton Gardens","iNat"
"Atypichthys strigatus",1,"2018","Bare Island","iNat"
"Anoplocapros inermis",1,"2017","Camp Cove","iNat"
"Chrysophrys auratus",1,"2017","Shiprock","iNat"
"Mecaenichthys immaculatus",1,"2018","Camp Cove","iNat"
"Trygonoptera testacea",1,"2018","Gordons Bay","iNat"
"Dendrochirus brachypterus",1,"2018","Shiprock","iNat"
"Chelmonops truncatus",1,"2018","Clifton Gardens","iNat"
"Scorpaenodes evides",1,"2018","Bare Island","iNat"
"Cheilodactylus vestitus",1,"2018","Camp Cove","iNat"
"Dicotylichthys punctulatus",1,"2017","Shiprock","iNat"
"Gerres subfasciatus",1,"2018","Bare Island","iNat"
"Ophthalmolepis lineolata",1,"2018","Kurnell","iNat"
"Dicotylichthys punctulatus",1,"2018","Camp Cove","iNat"
"Pseudocaranx georgianus",1,"2018","Camp Cove","iNat"
"Cochleoceps orientalis",1,"2018","Camp Cove","iNat"
"Atherinomorus vaigiensis",1,"2018","Camp Cove","iNat"
"Trygonoptera imitata",1,"2018","Shelly Beach","iNat"
"Heraldia nocturna",1,"2018","Kurnell","iNat"
"Maroubra perserrata",1,"2018","Kurnell","iNat"
"Heterodontus galeatus",1,"2018","Gordons Bay","iNat"
"Enoplosus armatus",1,"2018","Gordons Bay","iNat"
"Pardachirus hedleyi",1,"2018","Gordons Bay","iNat"
"Plotosus lineatus",1,"2018","Gordons Bay","iNat"
"Phyllopteryx taeniolatus",1,"2018","Bare Island","iNat"
"Brachaluteres jacksonianus",1,"2018","Bare Island","iNat"
"Cochleoceps orientalis",1,"2018","Shelly Beach","iNat"
"Pseudolabrus guentheri",1,"2018","Oak Park","iNat"
"Stigmatopora nigra",1,"2018","Clifton Gardens","iNat"
"Hemitrygon fluviorum",1,"2018","Shelly Beach","iNat"
"Trygonoptera testacea",1,"2018","Clifton Gardens","iNat"
"Scorpaena jacksoniensis",1,"2018","Clifton Gardens","iNat"
"Gymnothorax prasinus",1,"2018","Clifton Gardens","iNat"
"Suezichthys arquatus",1,"2018","Oak Park","iNat"
"Achoerodus viridis",1,"2018","Shiprock","iNat"
"Schuettea scalaripinnis",1,"2018","Kurnell","iNat"
"Chrysophrys auratus",1,"2018","Clifton Gardens","iNat"
"Cochleoceps orientalis",1,"2018","Bare Island","iNat"
"Achoerodus viridis",1,"2018","Bare Island","iNat"
"Gymnothorax prasinus",1,"2018","Bare Island","iNat"
"Schuettea scalaripinnis",1,"2018","Bare Island","iNat"
"Pseudocaranx georgianus",1,"2018","Clifton Gardens","iNat"
"Mecaenichthys immaculatus",1,"2018","Shiprock","iNat"
"Parma microlepis",1,"2018","Shiprock","iNat"
"Scorpis lineolata",1,"2018","Bare Island","iNat"
"Pempheris multiradiata",1,"2018","Bare Island","iNat"
"Pristotis obtusirostris",1,"2018","Clifton Gardens","iNat"
"Optivus agastos",1,"2018","Clifton Gardens","iNat"
"Aseraggodes lenisquamis",1,"2018","Clifton Gardens","iNat"
"Enneapterygius atrogulare",1,"2018","Oak Park","iNat"
"Latridopsis forsteri",1,"2018","Oak Park","iNat"
"Mecaenichthys immaculatus",1,"2018","Shelly Beach","iNat"
"Anoplocapros inermis",1,"2018","Shelly Beach","iNat"
"Aplodactylus lophodon",1,"2018","Camp Cove","iNat"
"Hypnos monopterygius",1,"2018","Shiprock","iNat"
"Eubalichthys mosaicus",1,"2018","Bare Island","iNat"
"Cristiceps argyropleura",1,"2018","Clifton Gardens","iNat"
"Valenciennea immaculata",1,"2018","Shiprock","iNat"
"Chaetodon auriga",1,"2017","Shiprock","iNat"
"Canthigaster callisterna",1,"2017","Shiprock","iNat"
"Mecaenichthys immaculatus",1,"2018","Bare Island","iNat"
"Cheilodactylus fuscus",1,"2018","Kurnell","iNat"
"Neoodax balteatus",1,"2018","Shiprock","iNat"
"Pomatomus saltatrix",1,"2017","Shiprock","iNat"
"Upeneus australiae",1,"2017","Shiprock","iNat"
"Eubalichthys mosaicus",1,"2017","Shiprock","iNat"
"Pelates sexlineatus",1,"2017","Shiprock","iNat"
"Girella tricuspidata",1,"2017","Shiprock","iNat"
"Heniochus acuminatus",1,"2017","Shiprock","iNat"
"Ostracion cubicus",1,"2017","Shiprock","iNat"
"Parablennius intermedius",1,"2017","Shiprock","iNat"
"Pempheris affinis",1,"2017","Shiprock","iNat"
"Plagiotremus tapeinosoma",1,"2017","Shiprock","iNat"
"Pomacentrus coelestis",1,"2017","Shiprock","iNat"
"Prionurus microlepidotus",1,"2017","Shiprock","iNat"
"Schuettea scalaripinnis",1,"2017","Shiprock","iNat"
"Stethojulis interrupta",1,"2017","Shiprock","iNat"
"Thalassoma lunare",1,"2017","Shiprock","iNat"
"Mecaenichthys immaculatus",1,"2018","Kurnell","iNat"
"Batrachomoeus dubius",1,"2018","Shiprock","iNat"
"Scorpaenodes evides",1,"2018","Shiprock","iNat"
"Ambassis jacksoniensis",1,"2018","Clifton Gardens","iNat"
"Chrysophrys auratus",1,"2018","Shelly Beach","iNat"
"Seriola lalandi",1,"2018","Shiprock","iNat"
"Cnidoglanis macrocephalus",1,"2017","Shiprock","iNat"
"Arothron manilensis",1,"2017","Shiprock","iNat"
"Gymnothorax prasinus",1,"2018","Camp Cove","iNat"
"Batrachomoeus dubius",1,"2018","Kurnell","iNat"
"Hypoplectrodes maccullochi",1,"2018","Kurnell","iNat"
"Eocallionymus papilio",1,"2018","Oak Park","iNat"
"Paraplesiops bleekeri",1,"2018","Bare Island","iNat"
"Latropiscis purpurissatus",1,"2018","Bare Island","iNat"
"Enneapterygius atrogulare",1,"2018","Camp Cove","iNat"
"Trygonoptera testacea",1,"2018","Bare Island","iNat"
"Trachinops taeniatus",1,"2018","Bare Island","iNat"
"Hypoplectrodes nigroruber",1,"2018","Shelly Beach","iNat"
"Favonigobius lentiginosus",1,"2018","Clifton Gardens","iNat"
"Plotosus lineatus",1,"2018","Bare Island","iNat"
"Pseudorhombus jenynsii",1,"2018","Clifton Gardens","iNat"
"Maroubra perserrata",1,"2018","Clifton Gardens","iNat"
"Nelusetta ayraud",1,"2018","Clifton Gardens","iNat"
"Eubalichthys mosaicus",1,"2018","Clifton Gardens","iNat"
"Atypichthys strigatus",1,"2018","Kurnell","iNat"
"Torquigener squamicauda",1,"2018","Clifton Gardens","iNat"
"Notolabrus gymnogenis",1,"2018","Kurnell","iNat"
"Aplodactylus lophodon",1,"2018","Bare Island","iNat"
"Cirrhitichthys aprinus",1,"2017","Shiprock","iNat"
"Hippocampus abdominalis",1,"2019","Kurnell","iNat"
"Parapercis ramsayi",1,"2018","Bare Island","iNat"
"Pataecus fronto",1,"2019","Bare Island","iNat"
"Batrachomoeus dubius",1,"2019","Camp Cove","iNat"
"Hippocampus whitei",1,"2019","Camp Cove","iNat"
"Parablennius intermedius",1,"2019","Bare Island","iNat"
"Nesogobius sp4",1,"2018","Bare Island","iNat"
"Solenostomus cyanopterus",1,"2019","Clifton Gardens","iNat"
"Ophthalmolepis lineolata",1,"2019","Shelly Beach","iNat"
"Tetractenos glaber",1,"2019","Shelly Beach","iNat"
"Achoerodus viridis",1,"2019","Shelly Beach","iNat"
"Sphyraena obtusata",1,"2019","Shelly Beach","iNat"
"Ostorhinchus fasciatus",1,"2018","Clifton Gardens","iNat"
"Hypoplectrodes maccullochi",1,"2018","Shiprock","iNat"
"Eupetrichthys angustipes",1,"2018","Kurnell","iNat"
"Acanthaluteres vittiger",1,"2018","Bare Island","iNat"
"Ostorhinchus limenus",1,"2018","Kurnell","iNat"
"Myliobatis tenuicaudatus",1,"2019","Shelly Beach","iNat"
"Coris picta",1,"2019","Oak Park","iNat"
"Latropiscis purpurissatus",1,"2019","Oak Park","iNat"
"Notolabrus gymnogenis",1,"2019","Oak Park","iNat"
"Brachaluteres jacksonianus",1,"2019","Oak Park","iNat"
"Chrysophrys auratus",1,"2019","Oak Park","iNat"
"Bathytoshia brevicaudata",1,"2019","Oak Park","iNat"
"Cheilodactylus fuscus",1,"2019","Oak Park","iNat"
"Dinolestes lewini",1,"2019","Oak Park","iNat"
"Seriola lalandi",1,"2019","Oak Park","iNat"
"Cheilodactylus fuscus",1,"2019","Shelly Beach","iNat"
"Heteroscarus acroptilus",1,"2019","Shelly Beach","iNat"
"Meuschenia scaber",1,"2019","Shelly Beach","iNat"
"Stegastes gascoynei",1,"2019","Shelly Beach","iNat"
"Monacanthus chinensis",1,"2019","Shelly Beach","iNat"
"Chironemus marmoratus",1,"2019","Shelly Beach","iNat"
"Heteroclinus whiteleggii",1,"2019","Shelly Beach","iNat"
"Schuettea scalaripinnis",1,"2019","Shelly Beach","iNat"
"Myxus elongatus",1,"2019","Shelly Beach","iNat"
"Trygonoptera testacea",1,"2019","Shelly Beach","iNat"
"Urolophus kapalensis",1,"2019","Shelly Beach","iNat"
"Parma microlepis",1,"2019","Shelly Beach","iNat"
"Lethrinus nebulosus",1,"2019","Shelly Beach","iNat"
"Enoplosus armatus",1,"2019","Shelly Beach","iNat"
"Seriola hippos",1,"2019","Shiprock","iNat"
"Acanthopagrus australis",1,"2019","Shiprock","iNat"
"Cheilodactylus fuscus",1,"2019","Shiprock","iNat"
"Abudefduf bengalensis",1,"2019","Shiprock","iNat"
"Girella tricuspidata",1,"2019","Shiprock","iNat"
"Microcanthus strigatus",1,"2019","Shiprock","iNat"
"Chelmonops truncatus",1,"2019","Shiprock","iNat"
"Porophryne erythrodactylus",1,"2019","Kurnell","iNat"
"Thalassoma lunare",1,"2019","Shiprock","iNat"
"Parupeneus spilurus",1,"2019","Shiprock","iNat"
"Trachurus novaezelandiae",1,"2019","Shiprock","iNat"
"Anampses elegans",1,"2019","Shelly Beach","iNat"
"Paraplesiops bleekeri",1,"2019","Shelly Beach","iNat"
"Lutjanus russellii",1,"2019","Shelly Beach","iNat"
"Ptereleotris monoptera",1,"2019","Shelly Beach","iNat"
"Rhabdosargus sarba",1,"2019","Oak Park","iNat"
"Olisthops cyanomelas",1,"2019","Oak Park","iNat"
"Eubalichthys mosaicus",1,"2019","Oak Park","iNat"
"Atypichthys strigatus",1,"2019","Oak Park","iNat"
"Pseudocaranx georgianus",1,"2019","Oak Park","iNat"
"Meuschenia trachylepis",1,"2019","Oak Park","iNat"
"Dendrochirus brachypterus",1,"2019","Kurnell","iNat"
"Idiotropiscis lumnitzeri",1,"2019","Kurnell","iNat"
"Rhabdosargus sarba",1,"2018","Gordons Bay","iNat"
"Myliobatis tenuicaudatus",1,"2018","Gordons Bay","iNat"
"Meuschenia flavolineata",1,"2018","Gordons Bay","iNat"
"Gymnothorax prasinus",1,"2018","Gordons Bay","iNat"
"Notolabrus gymnogenis",1,"2019","Shelly Beach","iNat"
"Girella tricuspidata",1,"2019","Shelly Beach","iNat"
"Acanthopagrus australis",1,"2019","Shelly Beach","iNat"
"Gerres subfasciatus",1,"2019","Shelly Beach","iNat"
"Aplodactylus lophodon",1,"2019","Shelly Beach","iNat"
"Abudefduf vaigiensis",1,"2019","Shelly Beach","iNat"
"Parupeneus spilurus",1,"2019","Shelly Beach","iNat"
"Cnidoglanis macrocephalus",1,"2019","Shelly Beach","iNat"
"Microcanthus strigatus",1,"2019","Shelly Beach","iNat"
"Upeneichthys lineatus",1,"2019","Shelly Beach","iNat"
"Mecaenichthys immaculatus",1,"2019","Oak Park","iNat"
"Enoplosus armatus",1,"2019","Oak Park","iNat"
"Trachurus novaezelandiae",1,"2019","Oak Park","iNat"
"Chromis hypsilepis",1,"2019","Oak Park","iNat"
"Ostorhinchus limenus",1,"2019","Shiprock","iNat"
"Neoodax balteatus",1,"2019","Shiprock","iNat"
"Scorpaena jacksoniensis",1,"2019","Kurnell","iNat"
"Gymnothorax prasinus",1,"2019","Oak Park","iNat"
"Eubalichthys bucephalus",1,"2019","Oak Park","iNat"
"Upeneichthys lineatus",1,"2019","Oak Park","iNat"
"Scobinichthys granulatus",1,"2019","Oak Park","iNat"
"Anoplocapros inermis",1,"2019","Oak Park","iNat"
"Suezichthys arquatus",1,"2019","Oak Park","iNat"
"Zanclus cornutus",1,"2019","Oak Park","iNat"
"Kyphosus sydneyanus",1,"2019","Oak Park","iNat"
"Gerres subfasciatus",1,"2019","Oak Park","iNat"
"Girella elevata",1,"2019","Oak Park","iNat"
"Cheilodactylus nigripes",1,"2019","Shiprock","iNat"
"Dendrochirus brachypterus",1,"2019","Shiprock","iNat"
"Batrachomoeus dubius",1,"2019","Shiprock","iNat"
"Nelusetta ayraud",1,"2019","Shiprock","iNat"
"Meuschenia trachylepis",1,"2019","Shiprock","iNat"
"Monacanthus chinensis",1,"2019","Shiprock","iNat"
"Istigobius hoesei",1,"2019","Shiprock","iNat"
"Scorpaena jacksoniensis",1,"2019","Shiprock","iNat"
"Idiotropiscis lumnitzeri",1,"2019","Bare Island","iNat"
"Phyllopteryx taeniolatus",1,"2019","Kurnell","iNat"
"Orectolobus maculatus",1,"2019","Kurnell","iNat"
"Hypoplectrodes maccullochi",1,"2019","Oak Park","iNat"
"Hypnos monopterygius",1,"2019","Bare Island","iNat"
"Scorpis lineolata",1,"2019","Bare Island","iNat"
"Thysanophrys cirronasa",1,"2019","Camp Cove","iNat"
"Heteroclinus roseus",1,"2019","Bare Island","iNat"
"Phyllopteryx taeniolatus",1,"2019","Bare Island","iNat"
"Siganus fuscescens",1,"2019","Shelly Beach","iNat"
"Brachaluteres jacksonianus",1,"2019","Clifton Gardens","iNat"
"Chrysophrys auratus",1,"2019","Clifton Gardens","iNat"
"Hippocampus whitei",1,"2019","Clifton Gardens","iNat"
"Antennarius striatus",1,"2019","Clifton Gardens","iNat"
"Pardachirus hedleyi",1,"2019","Clifton Gardens","iNat"
"Kyphosus sydneyanus",1,"2019","Shelly Beach","iNat"
"Cochleoceps orientalis",1,"2019","Shelly Beach","iNat"
"Anoplocapros inermis",1,"2019","Bare Island","iNat"
"Brachaluteres jacksonianus",1,"2019","Gordons Bay","iNat"
"Microcanthus strigatus",1,"2019","Gordons Bay","iNat"
"Scorpaena jacksoniensis",1,"2019","Gordons Bay","iNat"
"Atypichthys strigatus",1,"2019","Gordons Bay","iNat"
"Enneapterygius atrogulare",1,"2019","Gordons Bay","iNat"
"Trachinops taeniatus",1,"2019","Gordons Bay","iNat"
"Canthigaster callisterna",1,"2019","Gordons Bay","iNat"
"Centropogon australis",1,"2019","Gordons Bay","iNat"
"Parma microlepis",1,"2019","Gordons Bay","iNat"
"Meuschenia trachylepis",1,"2019","Gordons Bay","iNat"
"Orectolobus maculatus",1,"2019","Gordons Bay","iNat"
"Plagiotremus tapeinosoma",1,"2019","Gordons Bay","iNat"
"Mecaenichthys immaculatus",1,"2019","Gordons Bay","iNat"
"Thalassoma lunare",1,"2019","Gordons Bay","iNat"
"Parupeneus spilurus",1,"2019","Gordons Bay","iNat"
"Trachurus novaezelandiae",1,"2019","Gordons Bay","iNat"
"Pictilabrus laticlavius",1,"2019","Gordons Bay","iNat"
"Fistularia commersonii",1,"2019","Gordons Bay","iNat"
"Upeneichthys lineatus",1,"2019","Gordons Bay","iNat"
"Aspidontus dussumieri",1,"2019","Gordons Bay","iNat"
"Chaetodon auriga",1,"2019","Gordons Bay","iNat"
"Girella elevata",1,"2019","Gordons Bay","iNat"
"Cnidoglanis macrocephalus",1,"2019","Gordons Bay","iNat"
"Orectolobus maculatus",1,"2019","Shelly Beach","iNat"
"Meuschenia freycineti",1,"2019","Shelly Beach","iNat"
"Brachaluteres jacksonianus",1,"2019","Shelly Beach","iNat"
"Nemadactylus douglasii",1,"2019","Shelly Beach","iNat"
"Dicotylichthys punctulatus",1,"2019","Camp Cove","iNat"
"Pictilabrus laticlavius",1,"2018","Bare Island","iNat"
"Upeneichthys lineatus",1,"2019","Camp Cove","iNat"
"Ostorhinchus limenus",1,"2019","Shelly Beach","iNat"
"Trachurus novaezelandiae",1,"2019","Shelly Beach","iNat"
"Atypichthys strigatus",1,"2019","Shelly Beach","iNat"
"Olisthops cyanomelas",1,"2019","Shelly Beach","iNat"
"Lepidotrigla papilio",1,"2019","Bare Island","iNat"
"Cristiceps argyropleura",1,"2019","Bare Island","iNat"
"Latropiscis purpurissatus",1,"2019","Shelly Beach","iNat"
"Eupetrichthys angustipes",1,"2019","Shelly Beach","iNat"
"Lutjanus russellii",1,"2019","Shiprock","iNat"
"Pseudolabrus guentheri",1,"2019","Shiprock","iNat"
"Enoplosus armatus",1,"2019","Shiprock","iNat"
"Centropogon australis",1,"2019","Shiprock","iNat"
"Meuschenia flavolineata",1,"2019","Shiprock","iNat"
"Lotella rhacina",1,"2019","Oak Park","iNat"
"Eubalichthys mosaicus",1,"2019","Shelly Beach","iNat"
"Ophthalmolepis lineolata",1,"2019","Oak Park","iNat"
"Pempheris compressa",1,"2019","Oak Park","iNat"
"Parupeneus spilurus",1,"2019","Oak Park","iNat"
"Dicotylichthys punctulatus",1,"2019","Shiprock","iNat"
"Pomatomus saltatrix",1,"2019","Shelly Beach","iNat"
"Trygonorrhina fasciata",1,"2019","Shelly Beach","iNat"
"Chromis hypsilepis",1,"2019","Shelly Beach","iNat"
"Monodactylus argenteus",1,"2019","Shelly Beach","iNat"
"Thalassoma lunare",1,"2019","Oak Park","iNat"
"Scorpaena jacksoniensis",1,"2019","Oak Park","iNat"
"Seriola lalandi",1,"2019","Shelly Beach","iNat"
"Sillago ciliata",1,"2019","Gordons Bay","iNat"
"Pseudocaranx georgianus",1,"2019","Gordons Bay","iNat"
"Trygonoptera testacea",1,"2019","Gordons Bay","iNat"
"Girella tricuspidata",1,"2019","Gordons Bay","iNat"
"Ophthalmolepis lineolata",1,"2019","Gordons Bay","iNat"
"Prionurus microlepidotus",1,"2019","Gordons Bay","iNat"
"Notolabrus gymnogenis",1,"2019","Gordons Bay","iNat"
"Olisthops cyanomelas",1,"2019","Gordons Bay","iNat"
"Cheilodactylus fuscus",1,"2019","Gordons Bay","iNat"
"Cheilodactylus vestitus",1,"2019","Shelly Beach","iNat"
"Sarda australis",1,"2019","Shelly Beach","iNat"
"Batrachomoeus dubius",1,"2019","Clifton Gardens","iNat"
"Scobinichthys granulatus",1,"2019","Shelly Beach","iNat"
"Aplodactylus lophodon",1,"2019","Oak Park","iNat"
"Microcanthus strigatus",1,"2019","Oak Park","iNat"
"Scorpaena jacksoniensis",1,"2019","Shelly Beach","iNat"
"Carcharhinus obscurus",1,"2019","Shelly Beach","iNat"
"Meuschenia flavolineata",1,"2019","Shelly Beach","iNat"
"Scorpis lineolata",1,"2019","Shelly Beach","iNat"
"Suezichthys arquatus",1,"2019","Shelly Beach","iNat"
"Eocallionymus papilio",1,"2019","Bare Island","iNat"
"Gymnothorax prasinus",1,"2019","Bare Island","iNat"
"Cirrhitichthys aprinus",1,"2019","Bare Island","iNat"
"Kyphosus sydneyanus",1,"2019","Bare Island","iNat"
"Acanthopagrus australis",1,"2019","Bare Island","iNat"
"Chrysophrys auratus",1,"2019","Shelly Beach","iNat"
"Filicampus tigris",1,"2019","Clifton Gardens","iNat"
"Upeneichthys lineatus",1,"2019","Clifton Gardens","iNat"
"Abudefduf sexfasciatus",1,"2019","Shiprock","iNat"
"Prionurus microlepidotus",1,"2019","Shiprock","iNat"
"Trygonoptera testacea",1,"2019","Shiprock","iNat"
"Hypoplectrodes nigroruber",1,"2019","Shiprock","iNat"
"Parablennius intermedius",1,"2019","Shiprock","iNat"
"Gymnothorax prasinus",1,"2019","Shiprock","iNat"
"Thysanophrys cirronasa",1,"2019","Bare Island","iNat"
"Vincentia novaehollandiae",1,"2019","Clifton Gardens","iNat"
"Tetractenos hamiltoni",1,"2019","Clifton Gardens","iNat"
"Aseraggodes lenisquamis",1,"2019","Clifton Gardens","iNat"
"Meuschenia trachylepis",1,"2019","Camp Cove","iNat"
"Pempheris compressa",1,"2018","Bare Island","iNat"
"Chrysophrys auratus",1,"2018","Shiprock","iNat"
"Gerres subfasciatus",1,"2019","Camp Cove","iNat"
"Upeneus australiae",1,"2018","Clifton Gardens","iNat"
"Gymnothorax cribroris",1,"2019","Shiprock","iNat"
"Siganus fuscescens",1,"2019","Shiprock","iNat"
"Eubalichthys mosaicus",1,"2019","Shiprock","iNat"
"Cleidopus gloriamaris",1,"2019","Shiprock","iNat"
"Aspidontus dussumieri",1,"2019","Shiprock","iNat"
"Cirrhilabrus punctatus",1,"2019","Shiprock","iNat"
"Epinephelus daemelii",1,"2019","Shiprock","iNat"
"Parma polylepis",1,"2019","Gordons Bay","iNat"
"Heteroclinus roseus",1,"2019","Gordons Bay","iNat"
"Cristiceps aurantiacus",1,"2019","Gordons Bay","iNat"
"Platycephalus fuscus",1,"2019","Shelly Beach","iNat"
"Aptychotrema rostrata",1,"2019","Shelly Beach","iNat"
"Orectolobus maculatus",1,"2019","Bare Island","iNat"
"Eocallionymus papilio",1,"2019","Gordons Bay","iNat"
"Eupetrichthys angustipes",1,"2019","Gordons Bay","iNat"
"Heteroclinus whiteleggii",1,"2019","Gordons Bay","iNat"
"Hypoplectrodes maccullochi",1,"2019","Gordons Bay","iNat"
"Latropiscis purpurissatus",1,"2019","Gordons Bay","iNat"
"Meuschenia flavolineata",1,"2019","Gordons Bay","iNat"
"Chrysophrys auratus",1,"2019","Gordons Bay","iNat"
"Platycephalus caeruleopunctatus",1,"2019","Gordons Bay","iNat"
"Atypichthys strigatus",1,"2019","Camp Cove","iNat"
"Plotosus lineatus",1,"2019","Bare Island","iNat"
"Brachaluteres jacksonianus",1,"2019","Bare Island","iNat"
"Upeneichthys lineatus",1,"2019","Bare Island","iNat"
"Hypoplectrodes maccullochi",1,"2019","Bare Island","iNat"
"Pempheris affinis",1,"2019","Bare Island","iNat"
"Cheilodactylus fuscus",1,"2019","Bare Island","iNat"
"Achoerodus viridis",1,"2019","Bare Island","iNat"
"Anoplocapros inermis",1,"2019","Clifton Gardens","iNat"
"Epinephelus cyanopodus",1,"2019","Clifton Gardens","iNat"
"Dicotylichthys punctulatus",1,"2019","Shelly Beach","iNat"
"Argyrosomus japonicus",1,"2019","Shelly Beach","iNat"
"Scorpaena jacksoniensis",1,"2019","Camp Cove","iNat"
"Scorpis lineolata",1,"2019","Camp Cove","iNat"
"Fistularia commersonii",1,"2019","Camp Cove","iNat"
"Antennarius striatus",1,"2019","Bare Island","iNat"
"Eubalichthys bucephalus",1,"2019","Shelly Beach","iNat"
"Acanthurus olivaceus",1,"2019","Shelly Beach","iNat"
"Parma microlepis",1,"2019","Bare Island","iNat"
"Arothron nigropunctatus",1,"2019","Kurnell","iNat"
"Anoplocapros inermis",1,"2019","Gordons Bay","iNat"
"Parma unifasciata",1,"2019","Gordons Bay","iNat"
"Acanthurus triostegus",1,"2019","Gordons Bay","iNat"
"Dinolestes lewini",1,"2019","Gordons Bay","iNat"
"Nelusetta ayraud",1,"2019","Gordons Bay","iNat"
"Lutjanus kasmira",1,"2019","Gordons Bay","iNat"
"Parablennius intermedius",1,"2019","Oak Park","iNat"
"Dascyllus reticulatus",1,"2019","Shelly Beach","iNat"
